gene AvgCodingLen expr reptime hic constraint_score Expression_hub Regulator Genomic_abnormalities_CNV meEthylation
GPC3 1.857 11.48156895 610.33 25 0.980788445 0 0 0 0
GPC4 1.716 11.11214935 576.53 40 1.933205242 0 0 0 0
GPC5 1.759 9.421654228 1007 -9 -1.721605072 0 0 0 0.045519
GPC6 1.713 10.65249508 1135 -25 0.848883562 0 0 0 0.176282
GPCPD1 2.114 13.22975842 225 3 1.764266901 0 0 0 0
GPD1 1.09 13.8370274 192 57 -0.045273772 0 0 0 0.808782
GPD1L 1.096 13.05233998 403 6 1.203734946 0 0 0 0.085693
GPD2 2.264 11.66882604 496 10 0.561548167 0 0 0 0
GPER 2.19629473684211 12.9861142095789 467.894736842105 13.1052631578947 1.20633617754737 0 0 1 0.159279
GPER1 1.133 13.55969918 346 36 1.596246763 11 0 0 0.137297796351351
GPHA2 0.474 14.96337576 209 52 0.329839105 0 0 0 0.822645
GPHB5 0.402 11.9037303 637 -12 0.345378755 0 0 0 0
GPHN 2.631 12.4776482 846 19 3.571934045 0 0 0 0.0785414
GPI 1.889 13.41770405 292 -2 1.833535793 0 0 1 0.0104874
GPIHBP1 0.583 13.91522919 446 20 -0.06745669 0 0 1 0
GPKOW 1.486 13.63361571 273.48 41 0.421505825 0 0 1 0
GPLD1 2.648 12.89724037 465 7 -0.972425041 0 0 0 0.909993
GPM6A 1.18 11.72333225 931 -23 1.710911308 0 0 0 0.103131
GPM6B 1.122 11.81476928 583.14 35 1.911119775 0 0 1 0
GPN1 1.322 13.99120521 306 43 0.151049985 0 0 0 0.0203853
GPN2 0.994 13.84029487 188 34 1.042853475 0 0 0 0.0133059
GPN3 1.095 13.75723823 206 47 0.180774049 0 0 0 0.0258277
GPNMB 1.854 13.13275717 169 25 -0.9017093 0 0 1 0.923553
GPR1 1.073 12.71515575 487 25 -1.612565805 0 0 0 0.903834
GPR101 1.532 12.43721611 420.9 13 1.609290409 0 0 1 0
GPR107 1.907 13.34187474 222 29 0.795690704 0 0 0 0.0217401
GPR108 1.722 13.50916065 272 27 0.508153111 0 0 1 0
GPR110 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GPR111 1.66919791666667 12.89958460225 447.6996875 15.1959375 -0.153380241 0 0 0 0.772142
GPR112 2.13443373493976 13.0417156410843 456.617831325301 20.3148192771084 0.581336095674699 0 0 1 0
GPR113 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GPR114 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GPR115 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GPR116 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GPR119 1.013 12.61734751 361.24 37 1.279028006 7 0 0 0.140299152459016
GPR12 1.01 12.06562021 619 18 2.629133883 0 0 0 0.468222
GPR123 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GPR124 1.77491666666667 13.5285709441667 383.626770833333 22.2055208333333 0.686492532447917 0 0 1 0.549422
GPR125 1.94043617021277 12.777390679 475.255319148936 18.8936170212766 0.805934768606383 0 0 0 0.154707
GPR126 2.54390526315789 12.8653150647684 456.936842105263 20.3368421052632 1.00136068786316 0 0 0 0.247609
GPR128 1.82024731182796 13.0898003357097 411.082580645161 23.5669892473118 0.78514405 0 0 0 0.433037
GPR132 1.165 13.66208778 198 43 1.668564298 0 0 0 0.0235767
GPR135 1.49 12.03312898 606 12 2.078674043 0 0 0 0.11031
GPR137 1.807 14.29422365 257 65 1.895866079 0 0 0 0.38675
GPR137B 1.373 13.08906302 632 8 1.747753202 0 0 0 0.0195738
GPR137C 1.325 12.78405586 313 14 1.745327987 0 0 0 0
GPR139 1.072 12.44764533 827 -17 1.168536574 2 0 0 0.191109530882353
GPR141 0.923 11.55109755 630 6 -1.138157002 3 0 0 0.251038992592593
GPR142 1.409 12.80002637 433 -8 -0.419464223 6 0 0 0.219558837857143
GPR143 1.32 11.73820274 705.19 2 -0.870932673 0 0 0 0
GPR146 1.007 13.54770954 346 34 -0.783534861 0 0 1 0.910676
GPR148 1.049 13.34722865 372 11 -0.098487119 4 0 0 0.192228534666667
GPR149 2.216 11.46726889 925 -8 -0.586947847 6 0 0 0.180164208108108
GPR15 1.088 12.87526519 796 2 -0.947642947 0 0 0 0.869009
GPR150 1.31 12.63473657 359 32 2.991957424 4 0 0 0.129337487931034
GPR151 1.265 12.84098142 463 14 -1.382697702 5 0 0 0.137593083928571
GPR152 1.418 14.14640513 215 53 0.802412631 7 0 0 0.176908875
GPR153 1.855 13.37456541 205 30 0.967026072 7 0 0 0.197097503414634
GPR155 2.688 12.91195588 409 30 0.540466275 0 0 0 0.0159845
GPR156 2.49 12.96949421 146 19 0.649921305 0 0 0 0.503342
GPR157 1.028 13.69931152 264 31 0.548821196 4 0 0 0.177221095652174
GPR158 3.703 10.69062586 814 -21 1.069174793 0 0 0 0
GPR160 1.022 12.89126074 426 27 -0.446742106 0 0 0 0.0853613
GPR161 1.862 13.07383678 391 10 1.078226873 0 0 0 0.0216659
GPR162 1.807 14.85316936 232 32 1.249612979 0 0 0 0.322892
GPR17 1.114 12.55984972 463.5 13.34 0.581197803 0 0 0 0.681401
GPR171 0.965 13.29934365 390.92 22.5 0.380553652 0 0 0 0.447023
GPR173 1.127 13.68581978 239.49 63 2.176993098 0 0 1 0
GPR174 1.007 9.56948227 752.99 62 0.392146533 0 0 1 0
GPR176 1.668 13.50217968 387 17 1.465138762 0 0 0 0.105275
GPR179 7.159 13.9119056 504 10 -0.440908591 5 0 0 0.224459225423729
GPR18 1.001 12.48409767 551.14 9.05 -0.618908963 0 0 0 0.880461
GPR180 1.368 11.91262063 803 14 0.008824589 0 0 0 0.248838
GPR182 1.22 14.55910653 286 26 -0.044898334 0 0 0 0.890511
GPR183 1.091 12.85340422 438.35 21.57 0.757602902 0 0 0 0
GPR19 1.253 13.58147035 136 44 1.212388222 0 0 0 0.925912
GPR20 1.082 12.300769 239 41 0.794631795 0 0 1 0
GPR21 1.055 12.84113714 523.33 -4.07 0.227100649 0 0 0 0.496438
GPR22 1.307 13.12388821 753 12 1.677015962 0 0 1 0.719533
GPR25 1.091 13.21025154 437 12 3.418351633 0 0 0 0.755267
GPR26 1.029 12.24627365 808 17 3.303202594 0 0 0 0.420844
GPR27 1.133 11.37204139 605 6 4.457929323 0 0 0 0.200391
GPR3 0.998 13.64975935 188 26 1.232643377 0 0 0 0.153893
GPR31 0.965 11.91402104 696 40 -0.416586885 0 0 0 0.925359
GPR32 1.076 13.3881832 593 27 1.226676006 0 0 1 0.887455
GPR33 1.007 13.03395815 398.68 12.88 0.890343708 5 0 0 0.211804168253968
GPR34 1.151 13.18345471 291.78 45 1.85594512 0 0 1 0
GPR35 1.033 13.63815863 485 35 0.738271818 0 0 0 0.909729
GPR37 1.852 10.45743014 462 -24 2.116956309 0 0 1 0.19119
GPR37L1 1.456 13.4656055 156 27 -0.051090878 0 0 0 0.879273
GPR39 1.372 10.74785254 849 3 1.130657194 0 0 0 0.458569
GPR4 1.094 13.84435648 194 44 3.756508208 0 0 1 0.411601
GPR42 1.046 12.7086952 468.93 14.19 3.300107082 3 0 0 0.195011345666667
GPR45 1.124 12.12718094 571.51 15.41 2.447802964 0 0 0 0.873942
GPR50 1.864 12.28220927 678.52 -7 -0.140270178 0 0 1 0
GPR52 1.091 13.02689612 434.76 22.43 1.087191044 0 0 0 0
GPR55 0.965 13.83597767 519 45 0.54554357 0 0 0 0.517959
GPR56 1.79519791666667 12.8959868545729 442.501354166667 22.1334375 0.0285157736979167 0 0 0 0.931276
GPR6 1.144 12.25081176 624 13 3.26454799 0 0 0 0.479028
GPR61 1.361 13.8701493 272 37 2.388907042 0 0 0 0.91616
GPR62 1.112 13.8286015 370 39 3.94514989 0 0 0 0.651303
GPR63 1.265 11.77836193 1336 -5 -0.428270456 0 0 0 0.155461
GPR64 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GPR65 1.019 11.65925708 976 -36 -0.042823171 0 0 0 0.572323
GPR68 1.133 12.43429528 462 42 2.761188419 0 0 0 0.119461
GPR75 1.628 12.69061434 403.65 20.23 -0.450220107 0 0 0 0.925252
GPR75-ASB3 1.721 13.18072724 343.98 22.59 -1.086030856 3 0 0 0.16176873
GPR77 1.98075386524468 13.0662224862766 390.829787234043 23.436170212766 1.02709300306383 0 0 0 0.305218
GPR78 1.107 11.47435094 471 31 -1.392389228 0 0 0 0.436084
GPR82 1.016 13.18345471 366.88 45 0.061842578 0 0 1 0
GPR83 1.292 12.61041713 704 -13 -1.213473835 0 0 0 0.162936
GPR84 1.196 13.40710313 190 45 -0.062443784 0 0 0 0
GPR85 1.118 11.60885364 954 -8 1.740327208 0 0 1 0
GPR87 1.087 12.84046777 627.61 6.44 -1.213069802 0 0 0 0.733554
GPR88 1.16 12.76047774 846 -6 4.607431834 0 0 0 0.101815
GPR89A 1.438 13.30277833 396.68 24.78 3.372738907 5 0 0 0.166117179545455
GPR89B 1.438 13.4957714 428.99 16.26 2.540879251 7 0 0 0.134913957777778
GPR97 1.95351063829787 13.2575160421277 396.919680851064 23.2825531914894 0.9505857015 0 0 0 0.502022
GPR98 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GPRASP1 4.193 11.72550946 617.83 23 -0.313410395 0 0 0 0
GPRASP2 2.522 11.72550946 721.73 23 -0.163605218 6 0 0 0.18285677816092
GPRC5A 1.089 13.48638963 169 17 -1.317368576 0 0 0 0.149237
GPRC5B 1.678 12.4641933 641 9 1.501875678 0 0 0 0.0371908
GPRC5C 1.49 13.10443767 504 7 0.700194677 0 0 0 0.0423808
GPRC5D 1.053 13.47356799 169 14 -0.02636536 0 0 0 0.863943
GPRC6A 2.811 12.35687774 730 -15 -1.670615529 0 0 0 0
GPRIN1 3.032 13.27014525 359 40 2.556152559 0 0 0 0.0337454
GPRIN2 1.382 12.27993836 716.53 8.19 -3.217892813 0 0 0 0
GPRIN3 2.336 11.59608945 672 -1 -1.797189856 0 0 0 0
GPS1 1.699 15.16376395 197 34 2.4466142 0 0 0 0.497222
GPS2 1.051 14.46352176 206 36 1.092792473 23 1 0 0.0403614
GPSM1 2.265 13.99295357 258 28 -0.146782321 13 0 0 0.145513207272727
GPSM2 2.125 13.61440366 236 19 0.609217252 0 0 0 0.00977933
GPSM3 1.028 14.56691438 392 28 0.955403772 0 0 0 0.0262968
GPT 1.546 14.3784454 291 7 -1.078472247 0 0 1 0.791656
GPT2 1.627 13.08641698 362 12 2.666264945 0 0 0 0.0191398
GPX1 0.667 14.32295808 201 34 1.888498667 6 0 0 0.223252067532468
GPX2 0.583 13.16468696 387 35 0.248147371 0 0 0 0.573014
GPX3 0.706 13.73604302 382 22 0.890367268 55 1 0 0.282363
GPX4 0.919 14.69032283 234 17 -0.335392742 0 0 1 0.0157893
GPX5 1.382 12.41966675 576 27 -0.083451052 0 0 0 0.0767522
GPX6 0.691 12.45208471 592 26 -0.318236869 4 0 0 0.158117038823529
GPX7 0.579 13.38065938 355 12 0.224933525 0 0 0 0.0198236
GPX8 0.645 12.31372004 430 2 0.82730996 0 0 0 0
GRAMD1A 2.642 13.61862181 419 -46 1.823194807 0 0 1 0
GRAMD1B 2.514 13.43664405 439 15 2.513117699 4 0 0 0.156352972093023
GRAMD1C 2.216 13.0003607 363 36 -0.136670765 0 0 0 0
GRAMD2 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GRAMD2A 1.125 13.93956897 352 26 -0.311911 6 0 0 0.153168481818182
GRAMD2B 1.588 12.36424665 201 10 0.227940908 5 0 0 0.209791612048193
GRAMD3 1.69536170212766 13.0735173003191 407.001276595745 23.9256382978723 0.781787650585106 0 0 0 0.0372421
GRAMD4 1.827 12.93648912 265 7 3.364984786 0 0 0 0
GRAP 0.812 13.38900157 198 21 1.253317996 0 0 0 0
GRAP2 1.125 13.64430103 411 34 1.125681313 0 0 0 0.0788718
GRAPL 0.381 12.92884244 404.76 25.8 0.055805914 8 0 0 0.198812804444444
GRASP 1.258 13.05636673 234 41 3.340747707 0 0 0 0.0631145
GRB10 1.903 12.13159691 602 -4 1.854173773 0 0 1 0.302123
GRB14 1.761 11.1828229 630 -5 -0.442471266 0 0 0 0.0469967
GRB2 0.679 14.44095689 157 24 3.327387808 0 0 0 0.027062
GRB7 1.743 14.18628208 226 36 -0.086401908 0 0 0 0.569219
GREB1 6.311 12.29742957 360 21 2.000612607 0 0 0 0.699403
GREB1L 5.994 12.67891921 422.96 14.21 -0.828181812 0 0 0 0
GREM1 0.56 12.40685606 383 5 1.940807895 0 0 0 0.187061
GREM2 0.512 10.76584994 688 -30 2.173146139 0 0 0 0
GRHL1 1.937 13.72549394 234 40 1.382320026 1 1 0 0
GRHL2 1.958 12.95749581 399 36 1.356666506 2 1 1 0
GRHL3 2.118 13.70251542 198 22 1.376423903 0 1 0 0.189517
GRHPR 1.249 13.18919739 337 36 1.201934436 0 0 0 0.0135481
GRIA1 3.038 11.11382009 914 -3 4.239195133 0 0 0 0.139194
GRIA2 2.847 10.71065514 925 -34 4.431620795 0 0 0 0.281749
GRIA3 3.343 12.32985101 674.22 -6 4.113225486 0 0 0 0
GRIA4 3.066 11.36789969 920 -22 3.161944967 0 0 0 0.232957
GRID1 3.11 11.39936475 965 -18 2.174560323 0 0 0 0
GRID2 3.104 8.415824697 1143 -17 0.522717685 0 0 0 0.136958
GRID2IP 3.805 12.70121066 566 6.76 0.027674344 8 0 0 0.284924236923077
GRIFIN 0.466 13.22252421 315.35 23.94 0.683578703 5 0 0 0.161386841269841
GRIK1 3.12 11.18186257 904 -14 0.444545894 0 0 0 0.281743
GRIK1-AS1 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GRIK1-AS2 0.128 12.76308936 449.38 23.89 -0.595801986 2 0 0 0.249463536734694
GRIK2 2.45502127659574 12.6743174361809 517.681170212766 16.7198936170213 0.962992661074468 0 0 0 0.198518
GRIK3 2.894 12.79898504 626 30 3.853673598 0 0 0 0.286315
GRIK4 2.998 12.60623036 678 31 2.880658762 0 0 0 0.165521
GRIK5 3.098 9.244645176 1062 -25 3.845097201 0 0 1 0.885834
GRIN1 3.2 14.35900393 202 36 8.035626665 0 0 0 0.26014
GRIN2A 4.455 11.60035925 922 -9 3.802817841 0 0 0 0.0759593
GRIN2B 4.515 11.94201595 825 -10 6.744273259 0 0 0 0.432398
GRIN2C 3.801 13.84265577 320 20 2.935830992 0 0 0 0.074857
GRIN2D 4.071 14.18601769 209 38 7.193221508 0 0 1 0.160742
GRIN3A 3.393 11.62460994 1063 -27 0.823883193 0 0 0 0.490865
GRIN3B 3.177 14.6859454 206 26 -0.614416793 0 0 1 0
GRINA 1.146 14.76354373 247 28 0.879656918 0 0 1 0
GRIP1 3.512 12.34004394 944 -6 1.245690407 0 0 0 0.934077
GRIP2 3.251 13.12601271 342 52 0.669509699 7 0 0 0.180097339534884
GRIPAP1 2.71 13.63469587 307.11 41 2.525620145 0 0 1 0
GRK1 1.727 13.5735167 273.36 36 -0.650070739 4 0 0 0.18818508
GRK2 2.312 14.12978393 177 44 3.925844149 9 0 0 0.148482773493976
GRK3 2.172 11.91352542 580 -13 2.336484771 6 0 0 0.167529922222222
GRK4 2.175 13.42300708 336 51 -1.061273578 0 1 0 0.0374706
GRK5 1.853 13.63096132 338 30 2.525184372 0 0 0 0.0405179
GRK6 1.885 13.85344679 261 59 3.383762724 0 0 0 0.0147729
GRK7 1.682 12.96389271 406 30 0.735757743 8 0 0 0.138392220967742
GRM1 3.691 11.43604442 941 -13 4.407821999 0 0 0 0.252266
GRM2 2.644 13.54096318 456 37 3.270092355 0 0 0 0.919216
GRM3 2.811 11.72553371 1072 -18 3.497503314 0 0 1 0.123176
GRM4 3.352 13.82900904 629 35 3.482069364 0 0 0 0.806045
GRM5 3.93 11.97642046 944 -23 4.511805415 0 0 0 0.844342
GRM6 2.684 12.98251493 839 2 -0.31190264 0 0 0 0.466358
GRM7 2.945 8.504310566 1156 -6 2.959734793 0 0 0 0.340373
GRM8 2.903 11.01733322 1082 -8 0.333841555 0 0 1 0.764452
GRN 1.842 13.87594128 172 38 0.592511499 0 0 0 0.0205117
GRP 0.462 12.54533385 512 53 0.040252265 0 0 0 0.302622
GRPEL1 0.674 13.03822496 426 70 0.292280778 0 0 0 0.025236
GRPEL2 0.772 12.95448186 380 28 0.276419332 0 0 0 0.0286982
GRPR 1.17 12.29169514 552.33 19 0.827982892 0 0 0 0
GRSF1 1.496 12.48079485 553 29 -1.418563459 0 0 0 0.0658978
GRTP1 1.224 13.60814316 237 53 -0.378680849 0 0 0 0.941222
GRWD1 1.376 14.16489056 209 41 1.223342693 0 0 1 0.0159881
GRXCR1 0.893 10.38049783 966 18 -1.187143225 2 0 0 0.22063493253012
GRXCR2 0.762 12.88607886 568 -4 -1.579195695 5 0 0 0.240769052631579
GS1-259H13.2 0.686 14.09927706 277.98 52.57 0.674858134 6 0 0 0.207423641860465
GSAP 2.72 12.64427274 573 35 -0.292350059 3 0 0 0.188823703703704
GSC 0.789 12.18349978 892 8 2.796881063 22 1 0 0.0785994
GSC2 0.633 13.09716864 277 18 0.88631185 0 1 0 0.212441
GSDMA 1.393 14.31781074 216 28 -0.74440321 3 0 0 0.16259592688172
GSDMB 1.313 14.28696376 292 18 -0.267153084 0 0 0 0.912392
GSDMC 1.592 12.46131159 428 13 -1.979264933 0 0 1 0.806486
GSDMD 1.659 14.59643141 235 37 -0.203226167 0 0 1 0
GSDME 1.536 12.44745289 464 21 -1.48746492 3 0 0 0.15312455952381
GSE1 3.734 12.95320125 213 37 2.315820948 6 0 0 0.223457177108434
GSG1 1.262 13.44875497 203 5 -0.281419127 0 0 0 0.885389
GSG1L 1.09 13.29169932 575 10 1.184752843 0 0 0 0.7695
GSG1L2 0.907 13.1610448 351.31 29.46 0.569793999 4 0 0 0.130769308
GSG2 1.6150652173913 13.2309598211957 364.989456521739 28.4309782608696 0.869740000793478 0 0 0 0.0199237
GSK3A 1.544 13.58078393 299 37 3.440627241 0 0 1 0.024979
GSK3B 1.362 13.05419588 421 19 2.755833413 0 0 0 0.0197614
GSKIP 0.43 12.70108591 560 12 0.735798712 8 0 0 0.230967525
GSN 2.74 13.27048161 326 42 1.746342042 0 0 0 0.332598
GSPT1 1.989 13.24410302 294 51 3.514558022 0 0 0 0.0173399
GSPT2 1.892 11.74523488 584.91 16 2.911939238 0 0 1 0
GSR 1.634 13.0987815 242 40 0.831564391 0 0 1 0.0171892
GSS 2.09173913043478 12.8279438734891 453.162717391304 15.7078260869565 0.788819246478261 0 0 0 0.0958973
GSTA1 0.699 13.19870571 498 11 -1.907558133 0 0 0 0
GSTA2 0.699 13.19870571 498 11 -1.299069635 5 0 0 0.181575738095238
GSTA3 0.699 13.31226943 455 8 -0.977182448 0 0 0 0.891033
GSTA4 0.699 13.0759424 400 17 -0.215300227 0 0 0 0.0263915
GSTA5 0.699 13.25709879 455 9 -1.790508858 3 0 0 0.1466794
GSTCD 2.006 12.58469057 357 8 -0.832193205 0 0 0 0.0144573
GSTK1 0.884 12.84764755 399 14 0.771051391 0 0 1 0.0312698
GSTM1 0.754 13.74050572 201 22 2.399308596 7 0 0 0.241717437209302
GSTM2 0.832 13.74050572 201 22 1.512356087 6 0 0 0.235992624705882
GSTM3 0.718 13.74050572 201 22 0.031784628 0 0 0 0.0669506
GSTM4 0.942 13.77321456 201 25 0.798495962 0 0 0 0.433364
GSTM5 0.919 13.74050572 201 22 -0.302236198 0 0 0 0.63846
GSTO1 0.756 12.59096423 376 8 -0.02394687 0 0 0 0.052565
GSTO2 0.8 12.59096423 376 8 -0.5290582 0 0 0 0.0690314
GSTP1 0.668 14.13325276 393 53 -1.101009794 0 0 0 0.273081
GSTT1 0.862 13.52614039 202 66 2.021621279 0 0 0 0.190326
GSTT2 0.76 13.45781509 202 63 2.623958877 9 0 0 0.212607503043478
GSTT2B 2.004 13.45781509 202 63 2.015052773 8 0 0 0.216308406304348
GSTZ1 0.719 13.22643326 418 37 -0.770892203 0 0 0 0.0196481
GSX1 0.805 12.73266334 610 36 2.295193459 0 1 0 0.165931
GSX2 0.925 11.25276776 472 20 2.633115109 0 1 0 0.0474098
GTDC1 1.514 11.01522993 692 12 -1.257058055 0 0 0 0.816121
GTF2A1 1.176 12.23917371 456 -16 1.576562039 1 1 0 0.0117831
GTF2A1L 1.482 12.40664417 587.26 10.48 -2.915768576 4 0 0 0.165171070434783
GTF2A2 0.354 13.16512397 172 33 0.586950904 35 1 0 0.0365605
GTF2B 0.986 12.55729978 537 1 2.710606957 27 1 0 0.0209799
GTF2E1 1.34 12.6369878 475 11 0.773390125 55 1 0 0.0234193
GTF2E2 0.911 13.10136648 228 38 0.424870732 48 1 1 0.0128607
GTF2F1 1.619 13.75782742 407 31 0.686019248 53 1 1 0.0215537
GTF2F2 0.79 13.32714742 276 50 1.223229751 13 1 0 0.451348
GTF2H1 1.822 13.30770869 252 37 0.591409388 87 1 0 0.0362953
GTF2H2 1.263 12.82348014 581 25 2.272939805 4 0 0 0.201347943037975
GTF2H2C 1.291 13.27525408 338.41 33.08 2.9828063 4 0 0 0.109894426530612
GTF2H2C_2 1.263 13.15099554 312 23 0.730270875 5 0 0 0.172611454545455
GTF2H3 0.992 13.67813177 315 40 0.037518323 7 0 0 0.2089971
GTF2H4 2.914 14.61475768 223 25 0.736984689 6 1 0 0.0218739
GTF2H5 0.226 13.33405116 209 40 -0.703842982 76 1 0 0.135905
GTF2I 3.167 13.71997275 151 45 4.377877095 12 1 1 0.0210288
GTF2IRD1 3.223 13.70637738 194 52 2.507077374 5 1 1 0.444261
GTF2IRD2 6.012 13.68300721 173 54 1.872098679 6 0 0 0.231368814130435
GTF2IRD2B 2.998 13.56045184 220 56 1.515281152 4 0 0 0.157611093604651
GTF3A 1.143 12.62533875 414 59 1.09131 49 1 0 0.0362571
GTF3C1 6.515 12.55135595 597 25 3.860362287 36 1 0 0.0284887
GTF3C2 2.826 14.03489184 182 52 1.974069645 59 1 0 0.0160049
GTF3C3 2.775 12.90965024 370 14 2.301172929 32 1 0 0.497923
GTF3C4 2.529 14.26671929 581 46 3.534826263 28 1 0 0.263447
GTF3C5 2.25 14.41902402 402 50 1.495921659 57 1 0 0.400293
GTF3C6 0.672 12.6771944 372 33 0.224942459 4 0 0 0.293557038813559
GTPBP1 2.07 14.071438 272 73 3.48477808 0 0 0 0.00907791
GTPBP10 1.214 11.83866171 1085 -5 -1.341757434 0 0 1 0.0472762
GTPBP2 1.869 14.01576535 194 46 4.170969684 0 0 0 0.023643
GTPBP3 1.888 13.6436398 211 43 0.973670598 0 0 1 0
GTPBP4 1.99 12.73114135 407 30 -0.738403858 0 0 0 0
GTPBP5 1.8109381443299 12.8664431385464 447.597319587629 21.5928865979381 -0.00838883365979382 0 0 0 0.929337
GTPBP6 0.895 13.26417456 402.72 30.25 0.73901897 7 0 0 0.152409847540984
GTPBP8 0.893 12.54150506 639 18 -0.365397411 0 0 0 0
GTSCR1 0.468 12.35862325 575.99 11.28 -0.033257377 2 0 0 0.197262276271186
GTSE1 2.275 13.13560926 205 35 -0.194703895 0 0 0 0.00954982
GTSF1 0.539 13.37330574 190 38 0.313541434 0 0 0 0.732338
GTSF1L 0.55 12.88708651 374 38 -0.874483403 0 0 0 0.79326
GUCA1A 0.626 13.16998333 273 43 0.376173866 0 0 0 0.637618
GUCA1B 0.623 13.16998333 273 43 0.084987657 0 0 0 0.91885
GUCA1C 0.694 11.4156213 971 -15 -0.997286876 0 0 0 0
GUCA2A 0.363 12.9441908 579 24 -1.972412268 0 0 0 0.924176
GUCA2B 0.354 12.9441908 579 24 0.16357692 0 0 0 0.870297
GUCD1 0.969 13.08339175 194 48 0.360869905 7 0 0 0.183968497674419
GUCY1A1 2.117 10.67065163 764 1 -0.893163914 2 0 0 0.190789985
GUCY1A2 2.405 11.0634928 885 -21 2.30839283 0 0 0 0.160417
GUCY1A3 2.23139795918367 13.0957737263265 374.621836734694 26.7218367346939 1.99512055291837 85 1 0 0.0364166
GUCY1B1 2.152 10.68226182 643 -1 2.725062111 8 0 0 0.181575288
GUCY1B2 2.05750549450549 13.0073749053846 426.582417582418 21.2747252747253 0.824773033582418 0 0 0 0.0916037
GUCY1B3 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GUCY2C 3.357 12.73628905 720 4 0.249952929 0 0 0 0.870809
GUCY2D 3.402 14.23999498 272 26 2.783426081 0 0 0 0.0925251
GUCY2F 3.421 11.78536953 585.72 29 -0.612468964 0 0 0 0
GUF1 2.095 11.04750332 1009 2 -1.09888579 0 0 0 0.037505
GUK1 1.02 13.46219852 341 15 0.680111508 0 0 0 0.910588
GULP1 1.086 11.49393631 869 -12 0.095751362 0 0 0 0.194269
GUSB 2.016 12.98247583 365 31 1.741270671 0 0 1 0.35335
GUSBP11 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GUSBP5 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GVQW1 0.593 13.6119966 237.29 41.21 0.926993359 7 0 0 0.16691016862069
GVQW2 0.347 13.11716595 438.95 20.37 0.287875539 8 0 0 0.18978726325
GXYLT1 1.363 12.05798439 684 -9 0.273364478 0 0 0 0
GXYLT2 1.367 11.88153293 420 14 -0.063350218 0 0 0 0
GYG1 1.151 12.78330099 442 8 -0.418716518 0 0 0 0.0400512
GYG2 1.561 12.19097931 534.49 17 -0.937589783 0 0 1 0
GYLTL1B 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
GYPA 0.488 11.78455437 1033 -8 -1.103006517 0 0 0 0
GYPB 0.343 11.89595408 990 -12 -1.450763728 0 0 0 0.832925
GYPC 0.407 12.08087784 753 -3 -2.005238713 0 0 0 0.0505429
GYPE 0.252 12.02502428 959 -9 -1.139983323 0 0 0 0
GYS1 2.294 14.47157095 211 43 2.413208053 0 0 1 0.0190778
GYS2 2.192 13.14379213 830 -17 -0.420359622 0 0 0 0.804355
GZF1 2.161 12.14856535 688 -22 2.678782275 32 1 0 0.468184
GZMA 0.814 12.31055428 430 1 -0.877384128 0 0 0 0.0499702
GZMB 0.89 13.65713246 610 -12 0.095347382 0 0 0 0.555501
GZMH 0.767 13.70745419 582 3 -0.306031432 0 0 0 0.795847
GZMK 0.82 12.30737393 558 1 -0.894432384 0 0 0 0.860032
GZMM 0.799 14.31488183 255 -8 -0.85304162 0 0 1 0.862853
H19 2.33501063829787 12.8446611753511 476.810425531915 19.3114893617021 0.095463114893617 0 0 0 0.811378
H1F0 0.59 14.14125691 203 66 1.408078668 0 0 0 0.603686
H1FNT 0.773 13.60441415 412 16 0.092049459 0 0 0 0.938135
H1FOO 1.066 13.56674659 210 59 -0.766979111 0 0 0 0
H1FX 0.647 13.76254639 355 44 1.608538749 0 0 0 0.0169626
H2AFB2 0.706 13.47112941 214.34 38.64 1.120129539 3 0 0 0.2450457075
H2AFB3 0.353 13.1108109 439.04 -7 -0.154126309 9 0 0 0.186763903255814
H2AFJ 0.395 12.73883978 578 -4 2.510381219 0 0 0 0
H2AFV 0.481 13.9983145 164 55 2.319449505 0 0 1 0.0260647
H2AFX 0.437 14.1454285 195 58 3.81113566 0 0 0 0.0188899
H2AFY 1.255 13.27635062 414 41 3.175665657 0 0 0 0.173303
H2AFY2 1.159 13.09134525 425 25 3.206738212 0 0 0 0.0482999
H2AFZ 0.412 12.220015 682 36 3.645605819 0 0 0 0.0339212
